branch,district,yr_applied,mo_applied,product,population,poverty,price,count,loan_per_branch,agg_date,pop_wt,weighted_loans_bybranchprod,weighted_count_bybranchprod
"Hosakote","BangaloreRural",2018,8,"GreenwayJumboStoveGJS1",213838,15.7,396,19,7524,"2018-08-01",.6036567,4541.913,11.46948
"Hosanagar","Shimoga",2015,2,"SolarLight",112381,29.3,704.5,2.5,1761.25,"2015-02-01",.3172474,558.752,.7931185
"Hosapete","Bellary",2015,2,"SolarLight",188965,40.8,558,1.333333,744,"2015-02-01",.5334412,396.8802,.7112549
"Hubli","Dharwad",2014,9,"CookStove",142807,34,301.5,979,295168.5,"2014-09-01",.4031388,118993.9,394.6729
"Hukeri","Belgaum",2013,8,"GobarGasPlant",341645,28.8,349,1,349,"2013-08-01",.9644511,336.5934,.9644511
"Hungund","Bagalkot",2015,12,"SolarLight",197557,35.8,346.4,1.6,554.24,"2015-12-01",.557696,309.0975,.8923137
"Hunsur","Mysore",2018,3,"SolarLight",232098,15.5,10,9,90,"2018-03-01",.655204,58.96836,5.896836
"Huvinahadagali","Bellary",2015,8,"SolarLight",27967,40.8,10,1,10,"2015-08-01",.0789498,.789498,.0789498
"Indi","Bijapur",2017,12,"SolarLight",382952,23.1,498,1,498,"2017-12-01",1.081059,538.3675,1.081059
"Jagalur","Davanagere",2015,1,"CookStove",154565,23.3,301.5,14.5,4371.75,"2015-01-01",.4363312,1907.531,6.326803
"Jamkhandi","Bagalkot",2016,6,"CookStove",298146,35.8,161,44,7084,"2016-06-01",.8416551,5962.285,37.03282
"Jevargi","Gulbarga",2018,3,"SolarLight",271217,37.2,198,1.5,297,"2018-03-01",.7656355,227.3938,1.148453
"Kadur","Chikmagalur",2017,9,"CookStove",234794,14.7,264.5,12,3174,"2017-09-01",.6628147,2103.774,7.953777
"Kanakapura","Ramanagara",2016,10,"CookStove",296863,10.5,161,56,9016,"2016-10-01",.8380332,7555.708,46.92986
"Karkala","Udupi",2017,12,"SolarLight",183410,22.4,306,1,306,"2017-12-01",.5177596,158.4344,.5177596
"Karwar","UttaraKannada",2017,5,"SolarLight",73671,19.6,472,1,472,"2017-05-01",.2079705,98.16207,.2079705
"Khanapur","Belgaum",2013,4,"SolarLight",223987,28.8,612.5,3,1837.5,"2013-04-01",.632307,1161.864,1.896921
"Kinnigoli","DakshinaKannada",2014,3,"SolarLight",16608,1.6,472.5,1.5,708.75,"2014-03-01",.0468838,33.22887,.0703257
"Kittur","Belgaum",2018,8,"CookStove",16144,28.8,396,58,22968,"2018-08-01",.0455739,1046.742,2.643287
"Kolar","Kolar",2016,8,"CookStove",246948,10,161,48,7728,"2016-08-01",.697125,5387.382,33.462
"Kollegal","Chamarajanagar",2013,3,"GobarGasPlant",289638,1.6,10,1,10,"2013-03-01",.8176373,8.176373,.8176373
"Koppa","Chikmagalur",2015,1,"GobarGasPlant",79889,14.7,140,3,420,"2015-01-01",.2255237,94.71995,.676571
"Koppal","Koppal",2015,10,"CookStove",298411,40.7,161,8,1288,"2015-10-01",.8424032,1085.015,6.739225
"Koratagere","Tumkur",2015,11,"SolarLight",152326,13,934,1,934,"2015-11-01",.4300106,401.6299,.4300106
"Krishnarajapete","Mandya",2015,12,"CookStove",234533,16.4,161,3,483,"2015-12-01",.662078,319.7836,1.986234
"Krishnarajnagara","Mysore",2017,6,"SolarLight",216852,15.5,192.3333,1.666667,320.5555,"2017-06-01",.6121652,196.2329,1.020275
"Kudligi","Bellary",2017,11,"SolarLight",255932,40.8,10,4,40,"2017-11-01",.7224865,28.89946,2.889946
"Kumble-Kasargud","Kasargod",2018,7,"SolarLight",1307375,33.7,446.6,4.2,1875.72,"2018-07-01",3.690671,6922.666,15.50082
"Kumta","UttaraKannada",2016,2,"SolarLight",117561,19.6,345.7273,1.454545,502.876,"2016-02-01",.3318703,166.8896,.4827205
"Kundagol","Dharwad",2018,1,"SolarLight",146842,34,61.5,2.5,153.75,"2018-01-01",.4145295,63.73391,1.036324
"Kundapur","Udupi",2013,4,"GobarGasPlant",357798,22.4,940,14,13160,"2013-04-01",1.01005,13292.26,14.14071
"KundapurB","Udupi",2017,11,"SolarLight",357798,22.4,342.4,5.4,1848.96,"2017-11-01",1.01005,1867.543,5.454272
"Kunigal","Tumkur",2012,9,"GobarGasPlant",191628,13,310,1.333333,413.3333,"2012-09-01",.5409587,223.5963,.7212783
"Kushtagi","Koppal",2015,1,"CookStove",259914,40.7,161,2,322,"2015-01-01",.7337276,236.2603,1.467455
"Lingsugar","Raichur",2016,3,"SolarLight",297743,37.7,270,1,270,"2016-03-01",.8405174,226.9397,.8405174
"Maddur","Mandya",2015,1,"GobarGasPlant",260285,16.4,422,1,422,"2015-01-01",.7347749,310.075,.7347749
"Madhugiri","Tumkur",2018,1,"SolarLight",238707,13,165,1,165,"2018-01-01",.673861,111.1871,.673861
"Magadi","Ramanagara",2017,6,"SolarLight",167122,10.5,118,3,354,"2017-06-01",.4717792,167.0098,1.415338
"Malavalli","Mandya",2018,1,"CookStove",245664,16.4,133,17,2261,"2018-01-01",.6935003,1568.004,11.78951
"Malur","Kolar",2017,12,"SolarLight",196870,10,101,4,404,"2017-12-01",.5557567,224.5257,2.223027
"Mandya","Mandya",2014,12,"SolarLight",277795,16.4,526,1.5,789,"2014-12-01",.784205,618.7377,1.176307
"MangaloreUrban","DakshinaKannada",2015,8,"CookStove",210033,1.6,161,6,966,"2015-08-01",.5929154,572.7562,3.557492
"MangaloreUrban","DakshinaKannada",2015,1,"CookStove",210033,1.6,161,13,2093,"2015-01-01",.5929154,1240.972,7.7079
"Manvi","Raichur",2014,12,"SolarLight",324205,37.7,649.5,1,649.5,"2014-12-01",.9152187,594.4345,.9152187
"Molakalmuru","Chitradurga",2018,7,"SolarLight",125487,46.7,500.6,1.2,600.72,"2018-07-01",.3542451,212.8021,.4250942
"Mudalagi","Belgaum",2018,8,"CookStove",41279,28.8,396,15,5940,"2018-08-01",.1165291,692.1827,1.747936
"Muddebihal","Bijapur",2018,7,"SolarLight",224781,23.1,198,1.5,297,"2018-07-01",.6345484,188.4609,.9518226
"Mudhol","Bagalkot",2015,8,"SolarLight",233716,35.8,422,1,422,"2015-08-01",.6597716,278.4236,.6597716
"Mudigere","Chikmagalur",2018,8,"SolarLight",116216,35.8,589,1.666667,981.6667,"2018-08-01",.3280734,322.0588,.5467891
"Mulubagilu","Kolar",2018,3,"CookStove",201659,10,264.5,294.5,77895.25,"2018-03-01",.5692759,44343.89,167.6517
"Mysore","Mysore",2015,9,"CookStove",267541,15.5,161,1,161,"2015-09-01",.7552583,121.5966,.7552583
"Nagamangala","Mandya",2015,1,"SolarLight",170121,16.4,280.5,1.5,420.75,"2015-01-01",.4802453,202.0632,.7203679
"Nanjanagudu","Mysore",2016,4,"SolarLight",334324,15.5,10,1,10,"2016-04-01",.9437842,9.437842,.9437842
"Navalgunda","Dharwad",2015,2,"CookStove",137328,34,161,33,5313,"2015-02-01",.3876718,2059.7,12.79317
"Nelamangala","BangaloreRural",2018,8,"GreenwayJumboStoveGJS1",163090,15.7,396,2,792,"2018-08-01",.460397,364.6344,.920794
"Pandavapura","Mandya",2015,4,"CookStove",162953,16.4,161,8,1288,"2015-04-01",.4600103,592.4932,3.680082
"Pavagada","Tumkur",2013,11,"SolarLight",216708,13,885,2,1770,"2013-11-01",.6117586,1082.813,1.223517
"Piriyapatna","Mysore",2018,3,"SolarLight",226391,15.5,534,3.6,1922.4,"2018-03-01",.6390934,1228.593,2.300736
"Puttur","DakshinaKannada",2018,3,"SolarLight",226977,15.5,404.2727,1.363636,551.281,"2018-03-01",.6407476,353.232,.8737468
"Puttur","DakshinaKannada",2013,11,"SolarLight",226977,1.6,443.4,1.8,798.12,"2013-11-01",.6407476,511.3935,1.153346
"Raichur","Raichur",2018,9,"GreenwayJumboStoveGJS1",247476,37.7,396,42,16632,"2018-09-01",.6986156,11619.37,29.34185
"Raichur","Raichur",2017,7,"CookStove",247476,37.7,278.5,17,4734.5,"2017-07-01",.6986156,3307.595,11.87646
"Ramanagara","Ramanagara",2017,12,"SolarLight",161530,10.5,455,5,2275,"2017-12-01",.4559932,1037.385,2.279966
"Ramdurg","Belgaum",2014,9,"CookStove",223727,28.8,161,8,1288,"2014-09-01",.631573,813.466,5.052584
"Ranebennur","Haveri",2014,12,"CookStove",215549,33.7,161,56,9016,"2014-12-01",.6084868,5486.117,34.07526
"Raybag","Belgaum",2014,7,"CookStove",363599,28.8,161,11,1771,"2014-07-01",1.026426,1817.801,11.29069
"Rona","Gadag",2016,2,"SolarLight",191763,21.8,274,1,274,"2016-02-01",.5413398,148.3271,.5413398
"Sagar","Shimoga",2013,8,"SolarLight",140922,29.3,474.4,2,948.8,"2013-08-01",.3978176,377.4493,.7956352
"Sakleshpura","Hassan",2015,7,"CookStove",105281,11.6,161,1,161,"2015-07-01",.2972043,47.8499,.2972043
"Sandoor","Bellary",2018,9,"GreenwayJumboStoveGJS1",181097,40.8,396,69,27324,"2018-09-01",.5112301,13968.85,35.27488
"Sandur","Bellary",2018,7,"CookStove",181097,40.8,396,24,9504,"2018-07-01",.5112301,4858.731,12.26952
"Saundatti","Belgaum",2014,12,"SolarLight",38155,28.8,263.6,1.2,316.32,"2014-12-01",.1077101,34.07087,.1292522
"Saundatti","Belgaum",2015,3,"GobarGasPlant",38155,28.8,10,2,20,"2015-03-01",.1077101,2.154203,.2154203
"Sedam","Gulbarga",2018,8,"CookStove",172759,37.2,396,12,4752,"2018-08-01",.4876922,2317.513,5.852307
"Shahpur","Yadgir",2018,7,"CookStove",294682,19.6,396,5,1980,"2018-07-01",.8318763,1647.115,4.159382
"Shiggaon","Haveri",2017,11,"SolarLight",137174,33.7,481,3,1443,"2017-11-01",.3872371,558.7831,1.161711
"Shiggaon","Haveri",2013,3,"SolarLight",137174,33.7,417.75,9.25,3864.188,"2013-03-01",.3872371,1496.357,3.581943
"Shikarpur","Shimoga",2015,8,"CookStove",185350,29.3,161,5,805,"2015-08-01",.5232362,421.2051,2.616181
"Shikarpur","Shimoga",2017,6,"SolarLight",185350,29.3,264,2,528,"2017-06-01",.5232362,276.2687,1.046472
"Shimoga","Shimoga",2016,9,"CookStove",184674,29.3,291,24,6984,"2016-09-01",.5213279,3640.954,12.51187
"Shirahatti","Gadag",2018,9,"SolarLight",146305,21.8,254,1,254,"2018-09-01",.4130136,104.9054,.4130136
"Shorapur","Yadgir",2017,9,"SolarLight",360893,19.6,247.5,1,247.5,"2017-09-01",1.018788,252.1499,1.018788
"Shrirangapatna","Mandya",2017,11,"SolarLight",146056,19.6,323.3333,7.5,2425,"2017-11-01",.4123107,999.8533,3.09233
"Sidlaghatta","Chikkaballapura",2017,10,"SolarLight",163010,19.6,438.1429,8.571428,3755.51,"2017-10-01",.4601712,1728.177,3.944324
"Sindagi","Bijapur",2018,9,"SolarLight",358449,23.1,296.5,1,296.5,"2018-09-01",1.011888,300.0248,1.011888
"Sindhanur","Raichur",2017,8,"SolarLight",317363,37.7,643,2.5,1607.5,"2017-08-01",.8959039,1440.166,2.23976
"Sira","Tumkur",2014,10,"CookStove",256204,13,161,382,61502,"2014-10-01",.7232544,44481.59,276.2832
"Sirsi","UttaraKannada",2013,7,"SolarLight",124026,19.6,868,1,868,"2013-07-01",.3501208,303.9048,.3501208
"Sirsi","UttaraKannada",2014,12,"CookStove",124026,19.6,161,5,805,"2014-12-01",.3501208,281.8472,1.750604
"Siruguppa","Bellary",2014,9,"CookStove",190388,40.8,161,19,3059,"2014-09-01",.5374582,1644.085,10.21171
"Somwarpet","Kodagu",2013,8,"SolarLight",184450,1.5,547.6,2.6,1423.76,"2013-08-01",.5206955,741.3454,1.353808
"Sorab","Shimoga",2014,11,"CookStove",189477,29.3,161,55,8855,"2014-11-01",.5348865,4736.42,29.41876
"Srinivasapura","Kolar",2018,4,"SolarLight",175511,29.3,254,1,254,"2018-04-01",.495461,125.8471,.495461
"Sullia","DakshinaKannada",2013,7,"SolarLight",125269,1.6,868,2,1736,"2013-07-01",.3536297,613.9012,.7072595
"Tarikere","Chikmagalur",2015,7,"SolarLight",189338,14.7,238.5,2,477,"2015-07-01",.5344942,254.9537,1.068988
"Thirumakudal-Narasipura","Mysore",2015,1,"SolarLight",240540,15.5,240,1,240,"2015-01-01",.6790355,162.9685,.6790355
"Tiptur","Tumkur",2012,12,"GobarGasPlant",163206,13,10,1,10,"2012-12-01",.4607245,4.607244,.4607245
"Tirthahalli","Shimoga",2018,9,"GreenwayJumboStoveGJS1",127478,29.3,396,63,24948,"2018-09-01",.3598657,8977.929,22.67154
"Tumkur","Tumkur",2018,1,"CookStove",290254,13,264.5,10.5,2777.25,"2018-01-01",.8193762,2275.613,8.603451
"Turuvekere","Tumkur",2017,3,"CookStove",152177,13,161,2,322,"2017-03-01",.42959,138.328,.85918
"Udupi","Udupi",2013,8,"GobarGasPlant",302092,22.4,940,1,940,"2013-08-01",.8527945,801.6268,.8527945
"Virajpet","Kodagu",2016,12,"SolarLight",175879,1.5,409.25,4.5,1841.625,"2016-12-01",.4964999,914.3666,2.234249
"Yadgir","Yadgir",2018,6,"SolarLight",298019,19.6,198,1.5,297,"2018-06-01",.8412966,249.8651,1.261945
"Yelburga","Koppal",2018,8,"SolarLight",252628,40.7,443,1,443,"2018-08-01",.7131594,315.9296,.7131594
"Yelendur","Chamarajanagar",2012,12,"GobarGasPlant",73290,1.6,349,1.5,523.5,"2012-12-01",.2068949,108.3095,.3103424
"Yellapur-Mundgod","UttaraKannada",2015,7,"SolarLight",83638,19.6,414.6,1.2,497.52,"2015-07-01",.236107,117.4679,.2833284
"Anekal","Bangalore",2018,8,"GreenwayJumboStoveGJS1",352425,1.5,396,37,14652,"2018-08-01",.9948827,14577.02,36.81066
"Anekal","Bangalore",2018,7,"SolarLight",352425,1.5,254,2,508,"2018-07-01",.9948827,505.4004,1.989765
"Anekal","Bangalore",2018,5,"SolarLight",352425,1.5,254,1,254,"2018-05-01",.9948827,252.7002,.9948827
"Anekal","Bangalore",2017,12,"CookStove",352425,1.5,396,116,45936,"2017-12-01",.9948827,45700.93,115.4064
"Anekal","Bangalore",2018,7,"CookStove",352425,1.5,396,33,13068,"2018-07-01",.9948827,13001.13,32.83113
"Anekal","Bangalore",2018,1,"CookStove",352425,1.5,396,75,29700,"2018-01-01",.9948827,29548.02,74.6162
"Anekal","Bangalore",2018,5,"CookStove",352425,1.5,396,37,14652,"2018-05-01",.9948827,14577.02,36.81066
"Anekal","Bangalore",2018,6,"CookStove",352425,1.5,396,12,4752,"2018-06-01",.9948827,4727.683,11.93859
"Anekal","Bangalore",2018,4,"SolarLight",352425,1.5,254,2,508,"2018-04-01",.9948827,505.4004,1.989765
"Anekal","Bangalore",2018,9,"GreenwayJumboStoveGJS1",352425,1.5,396,98,38808,"2018-09-01",.9948827,38609.41,97.4985
"Anekal","Bangalore",2017,11,"CookStove",352425,1.5,396,82,32472,"2017-11-01",.9948827,32305.83,81.58038
"Anekal","Bangalore",2018,3,"SolarLight",352425,1.5,254,3,762,"2018-03-01",.9948827,758.1006,2.984648
"Anekal","Bangalore",2018,2,"CookStove",352425,1.5,396,111,43956,"2018-02-01",.9948827,43731.06,110.432
"Anekal","Bangalore",2018,3,"CookStove",352425,1.5,264.5,145.5,38484.75,"2018-03-01",.9948827,38287.81,144.7554
"Arkalgud","Hassan",2013,3,"GobarGasPlant",187775,1.5,10,2,20,"2013-03-01",.5300819,10.60164,1.060164
"Arkalgud","Hassan",2013,8,"GobarGasPlant",187775,1.5,218.2,2,436.4,"2013-08-01",.5300819,231.3277,1.060164
"Arkalgud","Hassan",2015,9,"SolarLight",187775,1.5,593.5,1,593.5,"2015-09-01",.5300819,314.6036,.5300819
"Arkalgud","Hassan",2014,10,"CookStove",187775,1.5,161,20,3220,"2014-10-01",.5300819,1706.864,10.60164
"Arkalgud","Hassan",2017,8,"SolarLight",187775,1.5,330.6667,4.666667,1543.111,"2017-08-01",.5300819,817.9752,2.473715
"Arkalgud","Hassan",2014,12,"CookStove",187775,1.5,301.5,8,2412,"2014-12-01",.5300819,1278.557,4.240655
"Arkalgud","Hassan",2016,11,"SolarLight",187775,1.5,277,1,277,"2016-11-01",.5300819,146.8327,.5300819
"Arkalgud","Hassan",2018,7,"SolarLight",187775,1.5,351.8889,20.33333,7155.074,"2018-07-01",.5300819,3792.775,10.77833
"Arkalgud","Hassan",2013,2,"GobarGasPlant",187775,1.5,349,4,1396,"2013-02-01",.5300819,739.9943,2.120327
"Arkalgud","Hassan",2018,4,"SolarLight",187775,1.5,392.6667,8.333333,3272.222,"2018-04-01",.5300819,1734.546,4.417349
"Arkalgud","Hassan",2015,1,"CookStove",187775,1.5,301.5,2,603,"2015-01-01",.5300819,319.6393,1.060164
"Arkalgud","Hassan",2018,2,"SolarLight",187775,1.5,609.3333,3,1828,"2018-02-01",.5300819,968.9896,1.590245
"Arkalgud","Hassan",2017,9,"CookStove",187775,1.5,133,7,931,"2017-09-01",.5300819,493.5062,3.710573
"Arkalgud","Hassan",2014,5,"SolarLight",187775,1.5,198.6667,1.666667,331.1111,"2014-05-01",.5300819,175.516,.8834698
"Arkalgud","Hassan",2018,1,"SolarLight",187775,1.5,334.6,6.6,2208.36,"2018-01-01",.5300819,1170.612,3.49854
"Arkalgud","Hassan",2018,9,"GreenwayJumboStoveGJS1",187775,1.5,396,278,110088,"2018-09-01",.5300819,58355.65,147.3627
"Arkalgud","Hassan",2017,2,"SolarLight",187775,1.5,383.3333,1,383.3333,"2017-02-01",.5300819,203.198,.5300819
"Arkalgud","Hassan",2016,3,"SolarLight",187775,1.5,10,1,10,"2016-03-01",.5300819,5.300818,.5300819
"Arkalgud","Hassan",2013,7,"GobarGasPlant",187775,1.5,10,1,10,"2013-07-01",.5300819,5.300818,.5300819
"Arkalgud","Hassan",2018,9,"SolarLight",187775,1.5,271.6667,19.5,5297.5,"2018-09-01",.5300819,2808.109,10.3366
"Arkalgud","Hassan",2014,6,"GobarGasPlant",187775,1.5,422,2,844,"2014-06-01",.5300819,447.3891,1.060164
"Arkalgud","Hassan",2013,9,"GobarGasPlant",187775,1.5,178,1,178,"2013-09-01",.5300819,94.35457,.5300819
"Arkalgud","Hassan",2012,12,"GobarGasPlant",187775,1.5,349,1,349,"2012-12-01",.5300819,184.9986,.5300819
"Arkalgud","Hassan",2018,6,"SolarLight",187775,1.5,415.75,6.75,2806.313,"2018-06-01",.5300819,1487.575,3.578053
"Arkalgud","Hassan",2018,5,"SolarLight",187775,1.5,431.4,3.8,1639.32,"2018-05-01",.5300819,868.9738,2.014311
"Arkalgud","Hassan",2014,8,"CookStove",187775,1.5,161,8,1288,"2014-08-01",.5300819,682.7454,4.240655
"Arkalgud","Hassan",2015,7,"SolarLight",187775,1.5,240,1,240,"2015-07-01",.5300819,127.2196,.5300819
"Arkalgud","Hassan",2015,12,"SolarLight",187775,1.5,10,1,10,"2015-12-01",.5300819,5.300818,.5300819
"Arkalgud","Hassan",2016,2,"SolarLight",187775,1.5,273.5,1,273.5,"2016-02-01",.5300819,144.9774,.5300819
"Arkalgud","Hassan",2014,7,"GobarGasPlant",187775,1.5,178,1,178,"2014-07-01",.5300819,94.35457,.5300819
"Arkalgud","Hassan",2018,8,"SolarLight",187775,1.5,310.5714,8.285714,2573.306,"2018-08-01",.5300819,1364.063,4.392107
"Arkalgud","Hassan",2014,10,"GobarGasPlant",187775,1.5,498,1,498,"2014-10-01",.5300819,263.9808,.5300819
"Arkalgud","Hassan",2014,3,"GobarGasPlant",187775,1.5,422,1,422,"2014-03-01",.5300819,223.6945,.5300819
"Arkalgud","Hassan",2015,6,"SolarLight",187775,1.5,274,1,274,"2015-06-01",.5300819,145.2424,.5300819
"Arkalgud","Hassan",2013,12,"GobarGasPlant",187775,1.5,384,1,384,"2013-12-01",.5300819,203.5514,.5300819
"Arkalgud","Hassan",2013,10,"GobarGasPlant",187775,1.5,295.3333,2,590.6667,"2013-10-01",.5300819,313.1017,1.060164
"Arkalgud","Hassan",2018,8,"CookStove",187775,1.5,396,88,34848,"2018-08-01",.5300819,18472.29,46.6472
"Arkalgud","Hassan",2013,11,"GobarGasPlant",187775,1.5,389.3333,5,1946.667,"2013-11-01",.5300819,1031.893,2.650409
"Arkalgud","Hassan",2018,3,"SolarLight",187775,1.5,399.3333,10,3993.333,"2018-03-01",.5300819,2116.793,5.300818
"Arkalgud","Hassan",2015,6,"CookStove",187775,1.5,161,1,161,"2015-06-01",.5300819,85.34318,.5300819
"Arkalgud","Hassan",2014,1,"GobarGasPlant",187775,1.5,259.3333,1.666667,432.2222,"2014-01-01",.5300819,229.1132,.8834698
"Arkalgud","Hassan",2013,1,"GobarGasPlant",187775,1.5,451,2.333333,1052.333,"2013-01-01",.5300819,557.8228,1.236858
"Arkalgud","Hassan",2018,7,"CookStove",187775,1.5,396,96,38016,"2018-07-01",.5300819,20151.59,50.88786
"Arkalgud","Hassan",2014,2,"GobarGasPlant",187775,1.5,384,2.5,960,"2014-02-01",.5300819,508.8786,1.325205
"Arkalgud","Hassan",2013,5,"GobarGasPlant",187775,1.5,349,1.5,523.5,"2013-05-01",.5300819,277.4978,.7951227
"Arkalgud","Hassan",2017,6,"SolarLight",187775,1.5,372.1667,16,5954.667,"2017-06-01",.5300819,3156.461,8.48131
"Arkalgud","Hassan",2015,5,"SolarLight",187775,1.5,934,1,934,"2015-05-01",.5300819,495.0964,.5300819
"Arkalgud","Hassan",2014,11,"CookStove",187775,1.5,161,4,644,"2014-11-01",.5300819,341.3727,2.120327
"Arkalgud","Hassan",2014,6,"SolarLight",187775,1.5,422,1,422,"2014-06-01",.5300819,223.6945,.5300819
"Arkalgud","Hassan",2015,7,"CookStove",187775,1.5,161,3,483,"2015-07-01",.5300819,256.0295,1.590245
"Arkalgud","Hassan",2014,11,"SolarLight",187775,1.5,118,1,118,"2014-11-01",.5300819,62.54966,.5300819
"Arkalgud","Hassan",2017,9,"SolarLight",187775,1.5,566.4,2,1132.8,"2017-09-01",.5300819,600.4767,1.060164
"Arkalgud","Hassan",2017,7,"SolarLight",187775,1.5,457.5,1.5,686.25,"2017-07-01",.5300819,363.7687,.7951227
"Arkalgud","Hassan",2017,4,"SolarLight",187775,1.5,274,1,274,"2017-04-01",.5300819,145.2424,.5300819
"Arkalgud","Hassan",2014,10,"SolarLight",187775,1.5,293,1,293,"2014-10-01",.5300819,155.314,.5300819
"Arkalgud","Hassan",2017,1,"SolarLight",187775,1.5,233.5,1.5,350.25,"2017-01-01",.5300819,185.6612,.7951227
"Arkalgud","Hassan",2014,12,"SolarLight",187775,1.5,86,1,86,"2014-12-01",.5300819,45.58704,.5300819
"Arkalgud","Hassan",2018,5,"CookStove",187775,1.5,264.5,2,529,"2018-05-01",.5300819,280.4133,1.060164
"Arkalgud","Hassan",2016,12,"SolarLight",187775,1.5,234.3333,1.666667,390.5555,"2016-12-01",.5300819,207.0264,.8834698
"Arkalgud","Hassan",2017,10,"SolarLight",187775,1.5,569.7778,3.888889,2215.802,"2017-10-01",.5300819,1174.557,2.06143
"Arkalgud","Hassan",2015,3,"SolarLight",187775,1.5,384,1,384,"2015-03-01",.5300819,203.5514,.5300819
"Arkalgud","Hassan",2015,1,"GobarGasPlant",187775,1.5,10,1,10,"2015-01-01",.5300819,5.300818,.5300819
"Arkalgud","Hassan",2015,4,"CookStove",187775,1.5,161,13,2093,"2015-04-01",.5300819,1109.461,6.891064
"Arsikere","Hassan",2017,2,"CookStove",262123,11.6,161,5,805,"2017-02-01",.7399635,595.6706,3.699817
"Arsikere","Hassan",2014,12,"GobarGasPlant",262123,11.6,125,1,125,"2014-12-01",.7399635,92.49544,.7399635
"Arsikere","Hassan",2016,6,"SolarLight",262123,11.6,463.8333,4.166667,1932.639,"2016-06-01",.7399635,1430.082,3.083181
"Arsikere","Hassan",2015,8,"SolarLight",262123,11.6,409.1111,1.666667,681.8519,"2015-08-01",.7399635,504.5455,1.233272
"Arsikere","Hassan",2018,3,"SolarLight",262123,11.6,303.5714,22.42857,6808.673,"2018-03-01",.7399635,5038.17,16.59632
"Arsikere","Hassan",2014,11,"GobarGasPlant",262123,11.6,422,1,422,"2014-11-01",.7399635,312.2646,.7399635
"Arsikere","Hassan",2014,8,"SolarLight",262123,11.6,202,1,202,"2014-08-01",.7399635,149.4726,.7399635
"Arsikere","Hassan",2017,8,"SolarLight",262123,11.6,278.8571,18.85714,5258.449,"2017-08-01",.7399635,3891.06,13.9536
"Arsikere","Hassan",2015,3,"GobarGasPlant",262123,11.6,216,1.5,324,"2015-03-01",.7399635,239.7482,1.109945
"Arsikere","Hassan",2015,1,"SolarLight",262123,11.6,389.5,1.5,584.25,"2015-01-01",.7399635,432.3237,1.109945
"Arsikere","Hassan",2015,2,"GobarGasPlant",262123,11.6,346,1,346,"2015-02-01",.7399635,256.0274,.7399635
"Arsikere","Hassan",2018,8,"GreenwayJumboStoveGJS1",262123,11.6,396,34,13464,"2018-08-01",.7399635,9962.868,25.15876
"Arsikere","Hassan",2017,11,"SolarLight",262123,11.6,280.5,14,3927,"2017-11-01",.7399635,2905.837,10.35949
"Arsikere","Hassan",2017,4,"SolarLight",262123,11.6,563.5,1,563.5,"2017-04-01",.7399635,416.9694,.7399635
"Arsikere","Hassan",2016,9,"SolarLight",262123,11.6,341.6667,3.333333,1138.889,"2016-09-01",.7399635,842.7362,2.466545
"Arsikere","Hassan",2015,2,"SolarLight",262123,11.6,10,1,10,"2015-02-01",.7399635,7.399635,.7399635
"Arsikere","Hassan",2014,10,"SolarLight",262123,11.6,460.5,2.166667,997.75,"2014-10-01",.7399635,738.2986,1.603254
"Arsikere","Hassan",2018,9,"GreenwayJumboStoveGJS1",262123,11.6,396,48,19008,"2018-09-01",.7399635,14065.23,35.51825
"Arsikere","Hassan",2016,3,"SolarLight",262123,11.6,370.6667,3.333333,1235.556,"2016-03-01",.7399635,914.266,2.466545
"Arsikere","Hassan",2017,9,"CookStove",262123,1.5,161,1,161,"2017-09-01",.7399635,119.1341,.7399635
"Arsikere","Hassan",2017,10,"SolarLight",262123,1.5,281,10.57143,2970.572,"2017-10-01",.7399635,2198.115,7.822471
"Arsikere","Hassan",2017,1,"SolarLight",262123,11.6,563.5,3.5,1972.25,"2017-01-01",.7399635,1459.393,2.589872
"Arsikere","Hassan",2016,4,"SolarLight",262123,11.6,427,1,427,"2016-04-01",.7399635,315.9644,.7399635
"Arsikere","Hassan",2015,11,"SolarLight",262123,11.6,414.9231,7.230769,3000.213,"2015-11-01",.7399635,2220.048,5.350505
"Arsikere","Hassan",2015,10,"SolarLight",262123,11.6,451.1111,10.33333,4661.481,"2015-10-01",.7399635,3449.326,7.646289
"Arsikere","Hassan",2018,8,"CookStove",262123,11.6,396,23,9108,"2018-08-01",.7399635,6739.587,17.01916
"Arsikere","Hassan",2016,10,"SolarLight",262123,11.6,233.5,1.5,350.25,"2016-10-01",.7399635,259.1722,1.109945
"Arsikere","Hassan",2017,9,"SolarLight",262123,11.6,260.1667,16.83333,4379.472,"2017-09-01",.7399635,3240.649,12.45605
"Arsikere","Hassan",2015,9,"SolarLight",262123,11.6,360.8571,2.857143,1031.02,"2015-09-01",.7399635,762.9175,2.114181
"Arsikere","Hassan",2018,9,"SolarLight",262123,11.6,413.2857,17.42857,7202.979,"2018-09-01",.7399635,5329.942,12.89651
"Arsikere","Hassan",2018,7,"SolarLight",262123,11.6,435,11.57143,5033.571,"2018-07-01",.7399635,3724.659,8.562434
"Arsikere","Hassan",2018,6,"SolarLight",262123,11.6,516.2857,24.57143,12685.88,"2018-06-01",.7399635,9387.086,18.18196
"Arsikere","Hassan",2014,12,"CookStove",262123,11.6,301.5,22.5,6783.75,"2014-12-01",.7399635,5019.727,16.64918
